NBN Atlas record ID,Occurrence ID,Licence,rightsHolder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Event Date,Day,Month,Year,End date,Locality,Grid reference,Latitude (WGS84),Longitude (WGS84),Coordinate Uncertainty (m),verbatimDepth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of Record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,Public resolution (m)
01ca9589-f5ed-4c08-b2ea-7b45e4689881,31658732,CC-BY-NC,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,17/07/2023,17,7,2023,,"Birnam, Dunkeld PH8 0BL, UK",NO032421,56.561168,-3.575391,9,,stewartpritchard,,,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,iNaturalist | UK and IOM data,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO04,NO04G,NO0342,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01d84cec-7a63-472c-8ad8-65dc48a270de,2548388,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,27/09/2015,27,9,2015,,,NO118193,56.35791,-3.42764,50,,"Pudsey, Carol",,,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO11,NO11E,NO1119,United Kingdom of Great Britain and Northern Ireland,Scotland,,
01ed248f-f198-4e94-b4dd-ab317121388d,LC0004260001TOHB,CC-BY,Adrian Sumner,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,06/10/2021,6,10,2021,,by River Tyne; E of Haddington,NT527743,55.95983,-2.75838,70.7,,Adrian Sumner,Adrian Sumner,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,CI0000060000002G,A.T. Sumner's Records,dr2785,The Wildlife Information Centre,dp43,The Wildlife Information Centre,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT57,NT57H,NT5274,United Kingdom of Great Britain and Northern Ireland,Scotland,,
022cf286-4bec-43e5-b539-dfc6791c371f,2cd4p9h.6k83x,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,,,,1974,,VC83 Midlothian,NT27,55.962133,-3.202943,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT27,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
022ed338-3557-46b1-b142-00480f2848d9,1308761,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,13/08/2014,13,8,2014,,,NO080258,56.41584,-3.49175,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO02,NO02X,NO0825,United Kingdom of Great Britain and Northern Ireland,Scotland,,
0242e9be-6512-4da9-a76c-86003aa96922,2cd4p9h.3b8wcw,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,01/05/1995,1,5,1995,,Wrack Woods,NJ685628,57.654449,-2.528648,70.7,,Unknown Aden Ranger,Jodie Rhodes,1,,,,,,,NESBReC:Aden Outreach Site:,Accepted,HUMAN_OBSERVATION,MapMateCentre:8n1,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ66,NJ66W,NJ6862,United Kingdom of Great Britain and Northern Ireland,Scotland,,
02451e2f-640d-4557-85f6-fe736adb913c,2cd4p9h.g3nhb,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,01/01/1950,,,1950,31/12/1969,VC88 Mid Perthshire,NN84,56.582784,-3.873853,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NN,NN84,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
02530b3a-e277-4753-8e43-a97b9a724984,1403373,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,11/09/2014,11,9,2014,,,NO289500,56.63728,-3.16048,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO25,NO25V,NO2850,United Kingdom of Great Britain and Northern Ireland,Scotland,,
02596cdc-5eb2-45d4-9afd-79c3d98ae420,2cd4p9h.16wmg4,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,13/07/2004,13,7,2004,,"Mill Loch, Lochmaben",NY0783,55.137189,-3.452528,707.1,,N.F. Stewart|L. Turner|L. Carvalho,N.F. Stewart,,,,,,,,,Accepted,HUMAN_OBSERVATION,"Assorted vascular plant records from Nick Stewart, edited by P Brown, input by VJB",Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NY,NY08,NY08R,NY0783,United Kingdom of Great Britain and Northern Ireland,Scotland,,
025c46e9-1ab0-4e83-9400-39e9506ba6c4,42864550,OGL,Scotland's Environment Web and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,25/06/2025,25,6,2025,,"31 Baron Todd Road, Stathaven",NS71034537,55.684661,-4.052807,7.1,,Stan Whitaker (on behalf of a member of the public who wishes to remain anonymous),,3,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,iRecord | SEWeb INNS,Invasive non-native species records from SEWeb,dr1364,Scotland's Environment Web,dp187,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS74,NS74C,NS7145,United Kingdom of Great Britain and Northern Ireland,Scotland,,
0271303a-6d93-42b0-ac0c-908f6eee0e6b,2436661,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,06/09/2015,6,9,2015,,,NT25347055,55.92227,-3.19621,5,,"shilland, ewan",,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT27,NT27K,NT2570,United Kingdom of Great Britain and Northern Ireland,Scotland,,
02719b8a-d9e5-4406-aee2-eaa19cef1423,2cd4p9h.c28amb,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,29/03/2015,29,3,2015,,Foresterseat,NJ251624,57.645728,-3.255607,70.7,,Ian Peter Green,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2b6,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ26,NJ26L,NJ2562,United Kingdom of Great Britain and Northern Ireland,Scotland,,
0274265b-2f43-4b25-bb52-54f370fdbc13,1310364,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,14/08/2014,14,8,2014,,,NO119335,56.48575,-3.43178,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO13,NO13B,NO1133,United Kingdom of Great Britain and Northern Ireland,Scotland,,
028ed560-5910-4425-8bd7-47f424234a30,CI00001100003ZMQ,CC-BY,Scottish Wildlife Trust,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,31/08/2004,31,8,2004,,Transect T16 (NS3292537270 - NS3297037297) - Ground layer,NS3292537270,55.600289,-4.653389,0.7,,Carol Crawford,NBN Record Cleaner,,A,DAFOR,,A DAFOR (Estimate),,,,Accepted - considered correct,HUMAN_OBSERVATION,CI000011000000F8,Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data,dr765,Scottish Wildlife Trust,dp2,SWT,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS33,NS33I,NS3237,United Kingdom of Great Britain and Northern Ireland,Scotland,,
02bc38a3-319c-46c5-80cd-1f1e8a392bb4,2cd4p9h.1sedac,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,15/07/2000,15,7,2000,,St Ola Scapa Distillery,HY434088,58.963083,-2.98497,70.7,,H.D.H. Shearer,,,,,,,,,"Close to the burn bridge NE side. Plants in flower, in tall rank herbage.",Accepted,HUMAN_OBSERVATION,MapMateCentre:2t6,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,HY,HY40,HY40J,HY4308,United Kingdom of Great Britain and Northern Ireland,Scotland,,
